STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,freq,Time frequency,age,Age class,sizeclas,Size classes in number of employees,indic_sbs,Economic indicator for structural business statistics,nace_r2,Statistical classification of economic activities in the European Community (NACE Rev. 2),geo,Geopolitical entity (reporting),TIME_PERIOD,Time,OBS_VALUE,Observation value,OBS_FLAG,Observation status (Flag) V2 structure,CONF_STATUS,Confidentiality status (flag)
dataflow,ESTAT:BD_SIZE(1.0),Business demography by size class and NACE Rev. 2 activity,A,Annual,Y1,1 year,TOTAL,Total,ENT_SRVLR_BRTH_PC,"Survival rate - enterprise survivals of respective age, divided by enterprise births in respective birth year - percentage",M731,Advertising,LT,Lithuania,2022,,73.26,,,,,
dataflow,ESTAT:BD_SIZE(1.0),Business demography by size class and NACE Rev. 2 activity,A,Annual,Y1,1 year,TOTAL,Total,ENT_SRVLR_BRTH_PC,"Survival rate - enterprise survivals of respective age, divided by enterprise births in respective birth year - percentage",M731,Advertising,LT,Lithuania,2023,,69.58,,,,,
dataflow,ESTAT:BD_SIZE(1.0),Business demography by size class and NACE Rev. 2 activity,A,Annual,Y1,1 year,TOTAL,Total,ENT_SRVLR_BRTH_PC,"Survival rate - enterprise survivals of respective age, divided by enterprise births in respective birth year - percentage",M732,Market research and public opinion polling,LT,Lithuania,2022,,63.06,,,,,
dataflow,ESTAT:BD_SIZE(1.0),Business demography by size class and NACE Rev. 2 activity,A,Annual,Y1,1 year,TOTAL,Total,ENT_SRVLR_BRTH_PC,"Survival rate - enterprise survivals of respective age, divided by enterprise births in respective birth year - percentage",M732,Market research and public opinion polling,LT,Lithuania,2023,,58.88,,,,,
dataflow,ESTAT:BD_SIZE(1.0),Business demography by size class and NACE Rev. 2 activity,A,Annual,Y1,1 year,TOTAL,Total,ENT_SRVLR_BRTH_PC,"Survival rate - enterprise survivals of respective age, divided by enterprise births in respective birth year - percentage",M74,"Other professional, scientific and technical activities",LT,Lithuania,2022,,68.18,,,,,
dataflow,ESTAT:BD_SIZE(1.0),Business demography by size class and NACE Rev. 2 activity,A,Annual,Y1,1 year,TOTAL,Total,ENT_SRVLR_BRTH_PC,"Survival rate - enterprise survivals of respective age, divided by enterprise births in respective birth year - percentage",M74,"Other professional, scientific and technical activities",LT,Lithuania,2023,,68.81,,,,,
dataflow,ESTAT:BD_SIZE(1.0),Business demography by size class and NACE Rev. 2 activity,A,Annual,Y1,1 year,TOTAL,Total,ENT_SRVLR_BRTH_PC,"Survival rate - enterprise survivals of respective age, divided by enterprise births in respective birth year - percentage",M741,Specialised design activities,LT,Lithuania,2022,,78.81,,,,,
dataflow,ESTAT:BD_SIZE(1.0),Business demography by size class and NACE Rev. 2 activity,A,Annual,Y1,1 year,TOTAL,Total,ENT_SRVLR_BRTH_PC,"Survival rate - enterprise survivals of respective age, divided by enterprise births in respective birth year - percentage",M741,Specialised design activities,LT,Lithuania,2023,,79.33,,,,,
dataflow,ESTAT:BD_SIZE(1.0),Business demography by size class and NACE Rev. 2 activity,A,Annual,Y1,1 year,TOTAL,Total,ENT_SRVLR_BRTH_PC,"Survival rate - enterprise survivals of respective age, divided by enterprise births in respective birth year - percentage",M742,Photographic activities,LT,Lithuania,2022,,63.83,,,,,
dataflow,ESTAT:BD_SIZE(1.0),Business demography by size class and NACE Rev. 2 activity,A,Annual,Y1,1 year,TOTAL,Total,ENT_SRVLR_BRTH_PC,"Survival rate - enterprise survivals of respective age, divided by enterprise births in respective birth year - percentage",M742,Photographic activities,LT,Lithuania,2023,,64.08,,,,,
dataflow,ESTAT:BD_SIZE(1.0),Business demography by size class and NACE Rev. 2 activity,A,Annual,Y1,1 year,TOTAL,Total,ENT_SRVLR_BRTH_PC,"Survival rate - enterprise survivals of respective age, divided by enterprise births in respective birth year - percentage",M743,Translation and interpretation activities,LT,Lithuania,2022,,64.43,,,,,
dataflow,ESTAT:BD_SIZE(1.0),Business demography by size class and NACE Rev. 2 activity,A,Annual,Y1,1 year,TOTAL,Total,ENT_SRVLR_BRTH_PC,"Survival rate - enterprise survivals of respective age, divided by enterprise births in respective birth year - percentage",M743,Translation and interpretation activities,LT,Lithuania,2023,,64.22,,,,,
dataflow,ESTAT:BD_SIZE(1.0),Business demography by size class and NACE Rev. 2 activity,A,Annual,Y1,1 year,TOTAL,Total,ENT_SRVLR_BRTH_PC,"Survival rate - enterprise survivals of respective age, divided by enterprise births in respective birth year - percentage",M749,"Other professional, scientific and technical activities n.e.c.",LT,Lithuania,2022,,71.01,,,,,
dataflow,ESTAT:BD_SIZE(1.0),Business demography by size class and NACE Rev. 2 activity,A,Annual,Y1,1 year,TOTAL,Total,ENT_SRVLR_BRTH_PC,"Survival rate - enterprise survivals of respective age, divided by enterprise births in respective birth year - percentage",M749,"Other professional, scientific and technical activities n.e.c.",LT,Lithuania,2023,,74.61,,,,,
dataflow,ESTAT:BD_SIZE(1.0),Business demography by size class and NACE Rev. 2 activity,A,Annual,Y1,1 year,TOTAL,Total,ENT_SRVLR_BRTH_PC,"Survival rate - enterprise survivals of respective age, divided by enterprise births in respective birth year - percentage",M75,Veterinary activities,LT,Lithuania,2022,,91.30,,,,,
dataflow,ESTAT:BD_SIZE(1.0),Business demography by size class and NACE Rev. 2 activity,A,Annual,Y1,1 year,TOTAL,Total,ENT_SRVLR_BRTH_PC,"Survival rate - enterprise survivals of respective age, divided by enterprise births in respective birth year - percentage",M75,Veterinary activities,LT,Lithuania,2023,,83.33,,,,,
dataflow,ESTAT:BD_SIZE(1.0),Business demography by size class and NACE Rev. 2 activity,A,Annual,Y1,1 year,TOTAL,Total,ENT_SRVLR_BRTH_PC,"Survival rate - enterprise survivals of respective age, divided by enterprise births in respective birth year - percentage",M750,Veterinary activities,LT,Lithuania,2022,,91.30,,,,,
dataflow,ESTAT:BD_SIZE(1.0),Business demography by size class and NACE Rev. 2 activity,A,Annual,Y1,1 year,TOTAL,Total,ENT_SRVLR_BRTH_PC,"Survival rate - enterprise survivals of respective age, divided by enterprise births in respective birth year - percentage",M750,Veterinary activities,LT,Lithuania,2023,,83.33,,,,,
dataflow,ESTAT:BD_SIZE(1.0),Business demography by size class and NACE Rev. 2 activity,A,Annual,Y1,1 year,TOTAL,Total,ENT_SRVLR_BRTH_PC,"Survival rate - enterprise survivals of respective age, divided by enterprise births in respective birth year - percentage",N,Administrative and support service activities,LT,Lithuania,2022,,71.04,,,,,
dataflow,ESTAT:BD_SIZE(1.0),Business demography by size class and NACE Rev. 2 activity,A,Annual,Y1,1 year,TOTAL,Total,ENT_SRVLR_BRTH_PC,"Survival rate - enterprise survivals of respective age, divided by enterprise births in respective birth year - percentage",N,Administrative and support service activities,LT,Lithuania,2023,,67.75,,,,,
dataflow,ESTAT:BD_SIZE(1.0),Business demography by size class and NACE Rev. 2 activity,A,Annual,Y1,1 year,TOTAL,Total,ENT_SRVLR_BRTH_PC,"Survival rate - enterprise survivals of respective age, divided by enterprise births in respective birth year - percentage",N77,Rental and leasing activities,LT,Lithuania,2022,,77.99,,,,,
dataflow,ESTAT:BD_SIZE(1.0),Business demography by size class and NACE Rev. 2 activity,A,Annual,Y1,1 year,TOTAL,Total,ENT_SRVLR_BRTH_PC,"Survival rate - enterprise survivals of respective age, divided by enterprise births in respective birth year - percentage",N77,Rental and leasing activities,LT,Lithuania,2023,,75.05,,,,,
dataflow,ESTAT:BD_SIZE(1.0),Business demography by size class and NACE Rev. 2 activity,A,Annual,Y1,1 year,TOTAL,Total,ENT_SRVLR_BRTH_PC,"Survival rate - enterprise survivals of respective age, divided by enterprise births in respective birth year - percentage",N771,Renting and leasing of motor vehicles,LT,Lithuania,2022,,86.96,,,,,
dataflow,ESTAT:BD_SIZE(1.0),Business demography by size class and NACE Rev. 2 activity,A,Annual,Y1,1 year,TOTAL,Total,ENT_SRVLR_BRTH_PC,"Survival rate - enterprise survivals of respective age, divided by enterprise births in respective birth year - percentage",N771,Renting and leasing of motor vehicles,LT,Lithuania,2023,,77.07,,,,,
dataflow,ESTAT:BD_SIZE(1.0),Business demography by size class and NACE Rev. 2 activity,A,Annual,Y1,1 year,TOTAL,Total,ENT_SRVLR_BRTH_PC,"Survival rate - enterprise survivals of respective age, divided by enterprise births in respective birth year - percentage",N772,Renting and leasing of personal and household goods,LT,Lithuania,2022,,70.59,,,,,
dataflow,ESTAT:BD_SIZE(1.0),Business demography by size class and NACE Rev. 2 activity,A,Annual,Y1,1 year,TOTAL,Total,ENT_SRVLR_BRTH_PC,"Survival rate - enterprise survivals of respective age, divided by enterprise births in respective birth year - percentage",N772,Renting and leasing of personal and household goods,LT,Lithuania,2023,,71.14,,,,,
dataflow,ESTAT:BD_SIZE(1.0),Business demography by size class and NACE Rev. 2 activity,A,Annual,Y1,1 year,TOTAL,Total,ENT_SRVLR_BRTH_PC,"Survival rate - enterprise survivals of respective age, divided by enterprise births in respective birth year - percentage",N773,"Renting and leasing of other machinery, equipment and tangible goods",LT,Lithuania,2022,,86.84,,,,,
dataflow,ESTAT:BD_SIZE(1.0),Business demography by size class and NACE Rev. 2 activity,A,Annual,Y1,1 year,TOTAL,Total,ENT_SRVLR_BRTH_PC,"Survival rate - enterprise survivals of respective age, divided by enterprise births in respective birth year - percentage",N773,"Renting and leasing of other machinery, equipment and tangible goods",LT,Lithuania,2023,,84.00,,,,,
dataflow,ESTAT:BD_SIZE(1.0),Business demography by size class and NACE Rev. 2 activity,A,Annual,Y1,1 year,TOTAL,Total,ENT_SRVLR_BRTH_PC,"Survival rate - enterprise survivals of respective age, divided by enterprise births in respective birth year - percentage",N774,"Leasing of intellectual property and similar products, except copyrighted works",LT,Lithuania,2022,,50.00,,,,,
dataflow,ESTAT:BD_SIZE(1.0),Business demography by size class and NACE Rev. 2 activity,A,Annual,Y1,1 year,TOTAL,Total,ENT_SRVLR_BRTH_PC,"Survival rate - enterprise survivals of respective age, divided by enterprise births in respective birth year - percentage",N774,"Leasing of intellectual property and similar products, except copyrighted works",LT,Lithuania,2023,,66.67,,,,,
dataflow,ESTAT:BD_SIZE(1.0),Business demography by size class and NACE Rev. 2 activity,A,Annual,Y1,1 year,TOTAL,Total,ENT_SRVLR_BRTH_PC,"Survival rate - enterprise survivals of respective age, divided by enterprise births in respective birth year - percentage",N78,Employment activities,LT,Lithuania,2022,,81.73,,,,,
dataflow,ESTAT:BD_SIZE(1.0),Business demography by size class and NACE Rev. 2 activity,A,Annual,Y1,1 year,TOTAL,Total,ENT_SRVLR_BRTH_PC,"Survival rate - enterprise survivals of respective age, divided by enterprise births in respective birth year - percentage",N78,Employment activities,LT,Lithuania,2023,,82.35,,,,,
dataflow,ESTAT:BD_SIZE(1.0),Business demography by size class and NACE Rev. 2 activity,A,Annual,Y1,1 year,TOTAL,Total,ENT_SRVLR_BRTH_PC,"Survival rate - enterprise survivals of respective age, divided by enterprise births in respective birth year - percentage",N781,Activities of employment placement agencies,LT,Lithuania,2022,,72.31,,,,,
dataflow,ESTAT:BD_SIZE(1.0),Business demography by size class and NACE Rev. 2 activity,A,Annual,Y1,1 year,TOTAL,Total,ENT_SRVLR_BRTH_PC,"Survival rate - enterprise survivals of respective age, divided by enterprise births in respective birth year - percentage",N781,Activities of employment placement agencies,LT,Lithuania,2023,,79.41,,,,,
dataflow,ESTAT:BD_SIZE(1.0),Business demography by size class and NACE Rev. 2 activity,A,Annual,Y1,1 year,TOTAL,Total,ENT_SRVLR_BRTH_PC,"Survival rate - enterprise survivals of respective age, divided by enterprise births in respective birth year - percentage",N782,Temporary employment agency activities,LT,Lithuania,2022,,96.30,,,,,
dataflow,ESTAT:BD_SIZE(1.0),Business demography by size class and NACE Rev. 2 activity,A,Annual,Y1,1 year,TOTAL,Total,ENT_SRVLR_BRTH_PC,"Survival rate - enterprise survivals of respective age, divided by enterprise births in respective birth year - percentage",N782,Temporary employment agency activities,LT,Lithuania,2023,,86.67,,,,,
dataflow,ESTAT:BD_SIZE(1.0),Business demography by size class and NACE Rev. 2 activity,A,Annual,Y1,1 year,TOTAL,Total,ENT_SRVLR_BRTH_PC,"Survival rate - enterprise survivals of respective age, divided by enterprise births in respective birth year - percentage",N783,Other human resources provision,LT,Lithuania,2022,,100.00,,,,,
dataflow,ESTAT:BD_SIZE(1.0),Business demography by size class and NACE Rev. 2 activity,A,Annual,Y1,1 year,TOTAL,Total,ENT_SRVLR_BRTH_PC,"Survival rate - enterprise survivals of respective age, divided by enterprise births in respective birth year - percentage",N783,Other human resources provision,LT,Lithuania,2023,,90.48,,,,,
dataflow,ESTAT:BD_SIZE(1.0),Business demography by size class and NACE Rev. 2 activity,A,Annual,Y1,1 year,TOTAL,Total,ENT_SRVLR_BRTH_PC,"Survival rate - enterprise survivals of respective age, divided by enterprise births in respective birth year - percentage",N79,"Travel agency, tour operator and other reservation service and related activities",LT,Lithuania,2022,,76.24,,,,,
dataflow,ESTAT:BD_SIZE(1.0),Business demography by size class and NACE Rev. 2 activity,A,Annual,Y1,1 year,TOTAL,Total,ENT_SRVLR_BRTH_PC,"Survival rate - enterprise survivals of respective age, divided by enterprise births in respective birth year - percentage",N79,"Travel agency, tour operator and other reservation service and related activities",LT,Lithuania,2023,,73.11,,,,,
dataflow,ESTAT:BD_SIZE(1.0),Business demography by size class and NACE Rev. 2 activity,A,Annual,Y1,1 year,TOTAL,Total,ENT_SRVLR_BRTH_PC,"Survival rate - enterprise survivals of respective age, divided by enterprise births in respective birth year - percentage",N791,Travel agency and tour operator activities,LT,Lithuania,2022,,80.65,,,,,
dataflow,ESTAT:BD_SIZE(1.0),Business demography by size class and NACE Rev. 2 activity,A,Annual,Y1,1 year,TOTAL,Total,ENT_SRVLR_BRTH_PC,"Survival rate - enterprise survivals of respective age, divided by enterprise births in respective birth year - percentage",N791,Travel agency and tour operator activities,LT,Lithuania,2023,,88.14,,,,,
dataflow,ESTAT:BD_SIZE(1.0),Business demography by size class and NACE Rev. 2 activity,A,Annual,Y1,1 year,TOTAL,Total,ENT_SRVLR_BRTH_PC,"Survival rate - enterprise survivals of respective age, divided by enterprise births in respective birth year - percentage",N799,Other reservation service and related activities,LT,Lithuania,2022,,74.29,,,,,
dataflow,ESTAT:BD_SIZE(1.0),Business demography by size class and NACE Rev. 2 activity,A,Annual,Y1,1 year,TOTAL,Total,ENT_SRVLR_BRTH_PC,"Survival rate - enterprise survivals of respective age, divided by enterprise births in respective birth year - percentage",N799,Other reservation service and related activities,LT,Lithuania,2023,,68.16,,,,,
dataflow,ESTAT:BD_SIZE(1.0),Business demography by size class and NACE Rev. 2 activity,A,Annual,Y1,1 year,TOTAL,Total,ENT_SRVLR_BRTH_PC,"Survival rate - enterprise survivals of respective age, divided by enterprise births in respective birth year - percentage",N80,Security and investigation activities,LT,Lithuania,2022,,95.00,,,,,
dataflow,ESTAT:BD_SIZE(1.0),Business demography by size class and NACE Rev. 2 activity,A,Annual,Y1,1 year,TOTAL,Total,ENT_SRVLR_BRTH_PC,"Survival rate - enterprise survivals of respective age, divided by enterprise births in respective birth year - percentage",N80,Security and investigation activities,LT,Lithuania,2023,,87.50,,,,,
dataflow,ESTAT:BD_SIZE(1.0),Business demography by size class and NACE Rev. 2 activity,A,Annual,Y1,1 year,TOTAL,Total,ENT_SRVLR_BRTH_PC,"Survival rate - enterprise survivals of respective age, divided by enterprise births in respective birth year - percentage",N801,Private security activities,LT,Lithuania,2022,,100.00,,,,,
dataflow,ESTAT:BD_SIZE(1.0),Business demography by size class and NACE Rev. 2 activity,A,Annual,Y1,1 year,TOTAL,Total,ENT_SRVLR_BRTH_PC,"Survival rate - enterprise survivals of respective age, divided by enterprise births in respective birth year - percentage",N801,Private security activities,LT,Lithuania,2023,,100.00,,,,,
dataflow,ESTAT:BD_SIZE(1.0),Business demography by size class and NACE Rev. 2 activity,A,Annual,Y1,1 year,TOTAL,Total,ENT_SRVLR_BRTH_PC,"Survival rate - enterprise survivals of respective age, divided by enterprise births in respective birth year - percentage",N802,Security systems service activities,LT,Lithuania,2022,,100.00,,,,,
dataflow,ESTAT:BD_SIZE(1.0),Business demography by size class and NACE Rev. 2 activity,A,Annual,Y1,1 year,TOTAL,Total,ENT_SRVLR_BRTH_PC,"Survival rate - enterprise survivals of respective age, divided by enterprise births in respective birth year - percentage",N802,Security systems service activities,LT,Lithuania,2023,,100.00,,,,,
dataflow,ESTAT:BD_SIZE(1.0),Business demography by size class and NACE Rev. 2 activity,A,Annual,Y1,1 year,TOTAL,Total,ENT_SRVLR_BRTH_PC,"Survival rate - enterprise survivals of respective age, divided by enterprise births in respective birth year - percentage",N803,Investigation activities,LT,Lithuania,2022,,80.00,,,,,
dataflow,ESTAT:BD_SIZE(1.0),Business demography by size class and NACE Rev. 2 activity,A,Annual,Y1,1 year,TOTAL,Total,ENT_SRVLR_BRTH_PC,"Survival rate - enterprise survivals of respective age, divided by enterprise births in respective birth year - percentage",N803,Investigation activities,LT,Lithuania,2023,,50.00,,,,,
dataflow,ESTAT:BD_SIZE(1.0),Business demography by size class and NACE Rev. 2 activity,A,Annual,Y1,1 year,TOTAL,Total,ENT_SRVLR_BRTH_PC,"Survival rate - enterprise survivals of respective age, divided by enterprise births in respective birth year - percentage",N81,Services to buildings and landscape activities,LT,Lithuania,2022,,67.94,,,,,
dataflow,ESTAT:BD_SIZE(1.0),Business demography by size class and NACE Rev. 2 activity,A,Annual,Y1,1 year,TOTAL,Total,ENT_SRVLR_BRTH_PC,"Survival rate - enterprise survivals of respective age, divided by enterprise births in respective birth year - percentage",N81,Services to buildings and landscape activities,LT,Lithuania,2023,,62.82,,,,,
dataflow,ESTAT:BD_SIZE(1.0),Business demography by size class and NACE Rev. 2 activity,A,Annual,Y1,1 year,TOTAL,Total,ENT_SRVLR_BRTH_PC,"Survival rate - enterprise survivals of respective age, divided by enterprise births in respective birth year - percentage",N811,Combined facilities support activities,LT,Lithuania,2022,,66.67,,,,,
dataflow,ESTAT:BD_SIZE(1.0),Business demography by size class and NACE Rev. 2 activity,A,Annual,Y1,1 year,TOTAL,Total,ENT_SRVLR_BRTH_PC,"Survival rate - enterprise survivals of respective age, divided by enterprise births in respective birth year - percentage",N811,Combined facilities support activities,LT,Lithuania,2023,,83.33,,,,,
dataflow,ESTAT:BD_SIZE(1.0),Business demography by size class and NACE Rev. 2 activity,A,Annual,Y1,1 year,TOTAL,Total,ENT_SRVLR_BRTH_PC,"Survival rate - enterprise survivals of respective age, divided by enterprise births in respective birth year - percentage",N812,Cleaning activities,LT,Lithuania,2022,,69.69,,,,,
dataflow,ESTAT:BD_SIZE(1.0),Business demography by size class and NACE Rev. 2 activity,A,Annual,Y1,1 year,TOTAL,Total,ENT_SRVLR_BRTH_PC,"Survival rate - enterprise survivals of respective age, divided by enterprise births in respective birth year - percentage",N812,Cleaning activities,LT,Lithuania,2023,,68.01,,,,,
dataflow,ESTAT:BD_SIZE(1.0),Business demography by size class and NACE Rev. 2 activity,A,Annual,Y1,1 year,TOTAL,Total,ENT_SRVLR_BRTH_PC,"Survival rate - enterprise survivals of respective age, divided by enterprise births in respective birth year - percentage",N813,Landscape service activities,LT,Lithuania,2022,,66.57,,,,,
dataflow,ESTAT:BD_SIZE(1.0),Business demography by size class and NACE Rev. 2 activity,A,Annual,Y1,1 year,TOTAL,Total,ENT_SRVLR_BRTH_PC,"Survival rate - enterprise survivals of respective age, divided by enterprise births in respective birth year - percentage",N813,Landscape service activities,LT,Lithuania,2023,,58.25,,,,,
dataflow,ESTAT:BD_SIZE(1.0),Business demography by size class and NACE Rev. 2 activity,A,Annual,Y1,1 year,TOTAL,Total,ENT_SRVLR_BRTH_PC,"Survival rate - enterprise survivals of respective age, divided by enterprise births in respective birth year - percentage",N82,"Office administrative, office support and other business support activities",LT,Lithuania,2022,,68.35,,,,,
dataflow,ESTAT:BD_SIZE(1.0),Business demography by size class and NACE Rev. 2 activity,A,Annual,Y1,1 year,TOTAL,Total,ENT_SRVLR_BRTH_PC,"Survival rate - enterprise survivals of respective age, divided by enterprise births in respective birth year - percentage",N82,"Office administrative, office support and other business support activities",LT,Lithuania,2023,,67.71,,,,,
dataflow,ESTAT:BD_SIZE(1.0),Business demography by size class and NACE Rev. 2 activity,A,Annual,Y1,1 year,TOTAL,Total,ENT_SRVLR_BRTH_PC,"Survival rate - enterprise survivals of respective age, divided by enterprise births in respective birth year - percentage",N821,Office administrative and support activities,LT,Lithuania,2022,,65.38,,,,,
dataflow,ESTAT:BD_SIZE(1.0),Business demography by size class and NACE Rev. 2 activity,A,Annual,Y1,1 year,TOTAL,Total,ENT_SRVLR_BRTH_PC,"Survival rate - enterprise survivals of respective age, divided by enterprise births in respective birth year - percentage",N821,Office administrative and support activities,LT,Lithuania,2023,,69.20,,,,,
dataflow,ESTAT:BD_SIZE(1.0),Business demography by size class and NACE Rev. 2 activity,A,Annual,Y1,1 year,TOTAL,Total,ENT_SRVLR_BRTH_PC,"Survival rate - enterprise survivals of respective age, divided by enterprise births in respective birth year - percentage",N822,Activities of call centres,LT,Lithuania,2022,,100.00,,,,,
dataflow,ESTAT:BD_SIZE(1.0),Business demography by size class and NACE Rev. 2 activity,A,Annual,Y1,1 year,TOTAL,Total,ENT_SRVLR_BRTH_PC,"Survival rate - enterprise survivals of respective age, divided by enterprise births in respective birth year - percentage",N822,Activities of call centres,LT,Lithuania,2023,,33.33,,,,,
dataflow,ESTAT:BD_SIZE(1.0),Business demography by size class and NACE Rev. 2 activity,A,Annual,Y1,1 year,TOTAL,Total,ENT_SRVLR_BRTH_PC,"Survival rate - enterprise survivals of respective age, divided by enterprise births in respective birth year - percentage",N823,Organisation of conventions and trade shows,LT,Lithuania,2022,,74.07,,,,,
dataflow,ESTAT:BD_SIZE(1.0),Business demography by size class and NACE Rev. 2 activity,A,Annual,Y1,1 year,TOTAL,Total,ENT_SRVLR_BRTH_PC,"Survival rate - enterprise survivals of respective age, divided by enterprise births in respective birth year - percentage",N823,Organisation of conventions and trade shows,LT,Lithuania,2023,,70.42,,,,,
dataflow,ESTAT:BD_SIZE(1.0),Business demography by size class and NACE Rev. 2 activity,A,Annual,Y1,1 year,TOTAL,Total,ENT_SRVLR_BRTH_PC,"Survival rate - enterprise survivals of respective age, divided by enterprise births in respective birth year - percentage",N829,Business support service activities n.e.c.,LT,Lithuania,2022,,68.87,,,,,
dataflow,ESTAT:BD_SIZE(1.0),Business demography by size class and NACE Rev. 2 activity,A,Annual,Y1,1 year,TOTAL,Total,ENT_SRVLR_BRTH_PC,"Survival rate - enterprise survivals of respective age, divided by enterprise births in respective birth year - percentage",N829,Business support service activities n.e.c.,LT,Lithuania,2023,,66.67,,,,,
dataflow,ESTAT:BD_SIZE(1.0),Business demography by size class and NACE Rev. 2 activity,A,Annual,Y1,1 year,TOTAL,Total,ENT_SRVLR_BRTH_PC,"Survival rate - enterprise survivals of respective age, divided by enterprise births in respective birth year - percentage",P,Education,LT,Lithuania,2022,,64.68,,,,,
dataflow,ESTAT:BD_SIZE(1.0),Business demography by size class and NACE Rev. 2 activity,A,Annual,Y1,1 year,TOTAL,Total,ENT_SRVLR_BRTH_PC,"Survival rate - enterprise survivals of respective age, divided by enterprise births in respective birth year - percentage",P,Education,LT,Lithuania,2023,,65.80,,,,,
dataflow,ESTAT:BD_SIZE(1.0),Business demography by size class and NACE Rev. 2 activity,A,Annual,Y1,1 year,TOTAL,Total,ENT_SRVLR_BRTH_PC,"Survival rate - enterprise survivals of respective age, divided by enterprise births in respective birth year - percentage",P85,Education,LT,Lithuania,2022,,64.68,,,,,
dataflow,ESTAT:BD_SIZE(1.0),Business demography by size class and NACE Rev. 2 activity,A,Annual,Y1,1 year,TOTAL,Total,ENT_SRVLR_BRTH_PC,"Survival rate - enterprise survivals of respective age, divided by enterprise births in respective birth year - percentage",P85,Education,LT,Lithuania,2023,,65.80,,,,,
dataflow,ESTAT:BD_SIZE(1.0),Business demography by size class and NACE Rev. 2 activity,A,Annual,Y1,1 year,TOTAL,Total,ENT_SRVLR_BRTH_PC,"Survival rate - enterprise survivals of respective age, divided by enterprise births in respective birth year - percentage",Q,Human health and social work activities,LT,Lithuania,2022,,74.33,,,,,
dataflow,ESTAT:BD_SIZE(1.0),Business demography by size class and NACE Rev. 2 activity,A,Annual,Y1,1 year,TOTAL,Total,ENT_SRVLR_BRTH_PC,"Survival rate - enterprise survivals of respective age, divided by enterprise births in respective birth year - percentage",Q,Human health and social work activities,LT,Lithuania,2023,,71.55,,,,,
dataflow,ESTAT:BD_SIZE(1.0),Business demography by size class and NACE Rev. 2 activity,A,Annual,Y1,1 year,TOTAL,Total,ENT_SRVLR_BRTH_PC,"Survival rate - enterprise survivals of respective age, divided by enterprise births in respective birth year - percentage",Q86,Human health activities,LT,Lithuania,2022,,92.62,,,,,
dataflow,ESTAT:BD_SIZE(1.0),Business demography by size class and NACE Rev. 2 activity,A,Annual,Y1,1 year,TOTAL,Total,ENT_SRVLR_BRTH_PC,"Survival rate - enterprise survivals of respective age, divided by enterprise births in respective birth year - percentage",Q86,Human health activities,LT,Lithuania,2023,,90.00,,,,,
dataflow,ESTAT:BD_SIZE(1.0),Business demography by size class and NACE Rev. 2 activity,A,Annual,Y1,1 year,TOTAL,Total,ENT_SRVLR_BRTH_PC,"Survival rate - enterprise survivals of respective age, divided by enterprise births in respective birth year - percentage",Q87,Residential care activities,LT,Lithuania,2022,,75.00,,,,,
dataflow,ESTAT:BD_SIZE(1.0),Business demography by size class and NACE Rev. 2 activity,A,Annual,Y1,1 year,TOTAL,Total,ENT_SRVLR_BRTH_PC,"Survival rate - enterprise survivals of respective age, divided by enterprise births in respective birth year - percentage",Q87,Residential care activities,LT,Lithuania,2023,,100.00,,,,,
dataflow,ESTAT:BD_SIZE(1.0),Business demography by size class and NACE Rev. 2 activity,A,Annual,Y1,1 year,TOTAL,Total,ENT_SRVLR_BRTH_PC,"Survival rate - enterprise survivals of respective age, divided by enterprise births in respective birth year - percentage",Q88,Social work activities without accommodation,LT,Lithuania,2022,,70.25,,,,,
dataflow,ESTAT:BD_SIZE(1.0),Business demography by size class and NACE Rev. 2 activity,A,Annual,Y1,1 year,TOTAL,Total,ENT_SRVLR_BRTH_PC,"Survival rate - enterprise survivals of respective age, divided by enterprise births in respective birth year - percentage",Q88,Social work activities without accommodation,LT,Lithuania,2023,,68.12,,,,,
dataflow,ESTAT:BD_SIZE(1.0),Business demography by size class and NACE Rev. 2 activity,A,Annual,Y1,1 year,TOTAL,Total,ENT_SRVLR_BRTH_PC,"Survival rate - enterprise survivals of respective age, divided by enterprise births in respective birth year - percentage",R,"Arts, entertainment and recreation",LT,Lithuania,2022,,68.61,,,,,
dataflow,ESTAT:BD_SIZE(1.0),Business demography by size class and NACE Rev. 2 activity,A,Annual,Y1,1 year,TOTAL,Total,ENT_SRVLR_BRTH_PC,"Survival rate - enterprise survivals of respective age, divided by enterprise births in respective birth year - percentage",R,"Arts, entertainment and recreation",LT,Lithuania,2023,,66.19,,,,,
dataflow,ESTAT:BD_SIZE(1.0),Business demography by size class and NACE Rev. 2 activity,A,Annual,Y1,1 year,TOTAL,Total,ENT_SRVLR_BRTH_PC,"Survival rate - enterprise survivals of respective age, divided by enterprise births in respective birth year - percentage",R90,"Creative, arts and entertainment activities",LT,Lithuania,2022,,66.88,,,,,
dataflow,ESTAT:BD_SIZE(1.0),Business demography by size class and NACE Rev. 2 activity,A,Annual,Y1,1 year,TOTAL,Total,ENT_SRVLR_BRTH_PC,"Survival rate - enterprise survivals of respective age, divided by enterprise births in respective birth year - percentage",R90,"Creative, arts and entertainment activities",LT,Lithuania,2023,,64.47,,,,,
